season,GAME_ID,home_abbr,away_abbr,home_win,home_b2b,away_b2b,home_rest_days,away_rest_days,rest_diff,diff_recent_margin,diff_recent_win_pct,diff_pts_pg_to_date,split_win_pct_delta,season_start_year,split,Game_Type,HCA_context,HCA_total,theta_game,pred_prob_home_win,pred_label
2024-25,22400947,TOR,PHI,1,0,0,1,1,0,10.1,0.3,-0.385714286,0.13015873,2024,valid,regular,-0.06118141194410579,-0.17632399883473118,0.8383463160999989,0.6060295381015016,1
2024-25,22400951,SAS,DAL,1,0,0,1,1,0,1.4,-0.1,-2.799159664,0.090909091,2024,valid,regular,-0.06118141194410579,0.34673358312344504,1.414439844523496,0.5650331861658595,1
2024-25,22400950,MEM,UTA,1,0,0,1,1,0,5.8,0.3,11.81991952,0.434920635,2024,valid,regular,-0.06118141194410579,-0.019997961830889456,0.9802006711194494,0.7137201816905232,1
2024-25,22400949,HOU,PHX,1,0,0,1,1,0,5.9,0.2,6.362318841,0.300476948,2024,valid,regular,-0.06118141194410579,-0.0038072008654298287,0.9962000373351103,0.6760747116483208,1
2024-25,22400953,POR,NYK,0,0,0,1,1,0,8.5,0.0,-7.50931677,-0.072192513,2024,valid,regular,-0.06118141194410579,0.24420994222109818,1.2766123171829602,0.5584835576304563,1
2024-25,22400946,BOS,OKC,0,0,0,1,1,0,-3.0,0.0,-2.855331992,-0.076984127,2024,valid,regular,-0.06118141194410579,-0.2280330732830271,0.7960979298278957,0.3861148755136151,0
2024-25,22400948,MIA,LAC,0,0,1,1,0,1,2.7,-0.1,-2.760455487,0.151515152,2024,valid,regular,0.1998428839171813,0.05964117343206854,1.0614555997326647,0.422315933915912,1
2024-25,22400952,DEN,MIN,0,0,0,1,2,-1,-4.4,0.0,0.12193159,0.126126126,2024,valid,regular,-0.050858176394346616,0.09909397027913988,1.104170053852074,0.5672280279472023,1
2024-25,22400941,DET,WAS,1,0,1,1,0,1,11.8,0.3,14.29243697,0.382352941,2024,valid,regular,0.1998428839171813,0.37102127657599876,1.4492139073684611,0.7931398863643313,1
2024-25,22400943,NOP,LAC,1,0,0,1,1,0,-3.0,0.0,-10.87254902,-0.042613636,2024,valid,regular,-0.06118141194410579,-0.056681689281986615,0.9448947916419972,0.21954913608263632,0
